captureDate,year,latitude,longitude,cu,riverDist,lakeLatitude,captureFL,age,otolithLength,otolithWidth,entryCheckRadius,totalRadius,incrementCount,oceanEntryDate,entryFL,meanGrowth
145,2015,50.3537,-125.3821833,Chilko-S/Chilko-ES,661,51.26667,110,1,1791,1313,600,688,34,111,92.81142857,0.505546218
145,2015,50.3537,-125.3821833,Nadina-Francois-ES,1076,53.95833,104,1,2003,1376,618,658,12,133,96.2,0.65
145,2015,50.3537,-125.3821833,Shuswap-L,524,50.89,109,1,1819,1245,554,620,25,120,94.05116751,0.597953299
145,2015,50.3537,-125.3821833,Pitt-ES,55,49.43333,106,1,1985,1429,619,678,20,125,94.74300885,0.562849558
145,2015,50.3537,-125.3821833,Quesnel-S,736,52.51667,124,1,2137,1514,663,749,31.67,113,106.8591969,0.541231546
145,2015,50.3537,-125.3821833,Chilko-S/Chilko-ES,661,51.26667,96,1,1697,1254,521,581,22,123,83.1143662,0.585710627
146,2015,50.45101667,-126.0916833,Shuswap-L,524,50.89,103,1,1753,1312,556,622,24,122,89.12666667,0.578055556
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,117,1,1809,1516,640,691,17,129,106.3349677,0.627354839
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,100,1,1990,1338,587,672,29.67,116,84.70762332,0.515415459
146,2015,50.45101667,-126.0916833,Shuswap-L,524,50.89,99,1,1781,1276,565,636,23.33,123,85.27795122,0.588171829
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,122,1,1902,1477,613,680,25.67,120,106.9117181,0.587778806
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,111,1,1895,1301,562,646,28.67,117,92.752,0.63648413
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,116,1,NA,1301,553,642,32,114,95.41019231,0.64343149
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,96,1,1725,1255,570,626,19,127,85.3264,0.561768421
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,106,1,1775,1297,579,646,26.33,120,92.24266667,0.522496519
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,112,1,1999,1413,597,679,28.33,118,95.30313466,0.589370467
146,2015,50.45101667,-126.0916833,Lillooet-Harrison-L,185.5,49.9,112,1,2131,1476,724,773,18.67,127,103.7371846,0.442571792
146,2015,50.45101667,-126.0916833,Pitt-ES,55,49.43333,109,1,2036,1383,603,658,23,123,97.63842593,0.493981481
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,108,1,1898,1402,613,690,30,116,93.35672414,0.488109195
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,122,1,1936,1418,643,731,30,116,104.1839208,0.593869307
146,2015,50.45101667,-126.0916833,Quesnel-S,736,52.51667,124,1,1998,1524,650,728,26,120,107.8033466,0.622948207
146,2015,50.45101667,-126.0916833,Chilko-S/Chilko-ES,661,51.26667,125,1,2207,1441,660,717,26,120,112.7827291,0.469895034
146,2015,50.45806667,-126.07345,Chilko-S/Chilko-ES,661,51.26667,121,1,2177,1398,597,667,27,119,104.9301587,0.595179306
146,2015,50.45806667,-126.07345,Chilko-S/Chilko-ES,661,51.26667,98,1,1753,1307,553,630,25,121,83.08792079,0.596483168
146,2015,50.45806667,-126.07345,Quesnel-S,736,52.51667,101,1,2102,1427,641,691,23,123,92.26451613,0.379803647
146,2015,50.45806667,-126.07345,Quesnel-S,736,52.51667,103,1,2023,1335,579,653,23,123,88.57433255,0.627202932
146,2015,50.45806667,-126.07345,Lillooet-Harrison-L,185.5,49.9,116,1,2299,1548,682,731,20,126,106.6618614,0.466906931
146,2015,50.30521667,-125.3317333,Shuswap-L,524,50.89,100,1,1931,1285,579,625,14,132,90.74927318,0.660766201
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,105,1,1989,1376,659,697,13,133,98.12288747,0.529008656
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,101,1,1891,1375,613,668,17,129,90.89095023,0.594649987
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,108,1,1986,1413,610,647,13,133,100.2449406,0.596543029
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,101,1,1902,1297,605,644,16,130,93.42019139,0.473738038
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,91,1,1724,1257,583,637,19,127,81.64,0.492631579
146,2015,50.30521667,-125.3317333,Pitt-ES,55,49.43333,102,1,2013,1416,598,655,22,124,91.07300699,0.4966815
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,93,1,1934,1376,619,669,19,127,84.73363431,0.435071878
146,2015,50.30521667,-125.3317333,Nadina-Francois-ES,1076,53.95833,113,1,1903,1425,676,711,12,134,106.2713402,0.560721649
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,96,1,1859,1265,558,617,18.33,128,84.49575448,0.627618414
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,101,1,1877,1342,628,683,18,128,91.22275711,0.54318016
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,96,1,1844,1287,572,631,19,127,84.8934321,0.584556205
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,100,1,1908,1402,604,696,32.33,114,84.29344681,0.485819771
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,106,1,1945,1351,594,643,20,126,95.86628297,0.506685851
146,2015,50.30521667,-125.3317333,Quesnel-S,736,52.51667,99,1,1877,1379,611,666,17.33,129,89.095,0.571552222
146,2015,50.30521667,-125.3317333,Shuswap-L,524,50.89,106,1,1948,1351,625,652,11,135,100.5340845,0.496901408
152,2015,50.29683333,-125.3335,Quesnel-S,736,52.51667,136,1,2173,1576,618,734,40.33,112,109.4570079,0.658145106
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,108,1,1810,1266,550,653,28.67,123,86.71494145,0.742415715
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,119,1,1959,1376,578,663,31,121,99.69702517,0.622676607
152,2015,50.29683333,-125.3335,Shuswap-L,524,50.89,110,1,1974,1411,615,685,27.33,125,96.2379085,0.503552561
152,2015,50.29683333,-125.3335,Quesnel-S,736,52.51667,122,1,2062,1521,696,748,18,134,111.8151724,0.565823755
152,2015,50.29683333,-125.3335,Quesnel-S,736,52.51667,121,1,1990,1387,614,708,28.33,124,101.2560996,0.696925535
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,117,1,1876,1375,547,678,36.33,116,88.81761062,0.775733261
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,112,1,2005,1403,577,680,33.33,119,91.07330396,0.627863667
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,123,1,2212,1384,588,682,37,115,101.7180702,0.575187293
152,2015,50.29683333,-125.3335,Shuswap-L,524,50.89,113,1,1953,1454,646,681,14,138,105.8276923,0.512307692
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,118,1,2017,1365,565,666,33,119,95.44945455,0.683349862
152,2015,50.29683333,-125.3335,Shuswap-L,524,50.89,112,1,1943,1340,584,672,32.33,120,93.80017937,0.562939085
152,2015,50.29683333,-125.3335,Nadina-Francois-ES,1076,53.95833,117,1,1969,1434,643,693,24,128,106.5888651,0.433797288
152,2015,50.29683333,-125.3335,Quesnel-S,736,52.51667,122,1,1980,1418,662,717,25,127,110.5474542,0.458101833
152,2015,50.29683333,-125.3335,Chilko-S/Chilko-ES,661,51.26667,117,1,1988,1479,567,668,38,114,94.78,0.584736842
152,2015,50.35443333,-125.3826,Chilko-S/Chilko-ES,661,51.26667,131,1,1925,1379,565,662,31,121,106.2516514,0.798333827
152,2015,50.35443333,-125.3826,Pitt-ES,55,49.43333,100,1,1917,1422,633,711,24.67,127,87.09542268,0.523087852
152,2015,50.35443333,-125.3826,Shuswap-ES,517,50.98,122,1,1987,1419,584,668,28,124,102.5697738,0.693936652
152,2015,50.35443333,-125.3826,Shuswap-ES,517,50.98,103,1,1862,1364,568,657,27,125,85.8112297,0.636621122
152,2015,50.35443333,-125.3826,Shuswap-ES,517,50.98,106,1,1837,1277,565,646,26.67,125,89.368,0.623622047
152,2015,50.35443333,-125.3826,Quesnel-S,736,52.51667,101,1,1842,1268,568,615,17.67,134,91.18437018,0.555496877
152,2015,50.35443333,-125.3826,Shuswap-L,524,50.89,109,1,1887,1365,584,665,28.33,124,92.53430524,0.581210546
152,2015,50.41505,-125.7609167,Pitt-ES,55,49.43333,107,1,1801,1386,640,699,21.67,130,96.11805497,0.50216636
153,2015,50.4529,-126.09955,Francois-Fraser-S,986,54.05833,103,1,NA,1474,685,737,17.67,135,94.52939335,0.479377852
153,2015,50.4529,-126.09955,Chilko-S/Chilko-ES,661,51.26667,106,1,1842,1291,542,641,32,121,85.42708434,0.642903614
153,2015,50.4529,-126.09955,Chilko-S/Chilko-ES,661,51.26667,104,1,1831,1269,545,644,31,122,84.04842105,0.643599321
153,2015,50.4529,-126.09955,Quesnel-S,736,52.51667,108,1,1867,1342,643,675,13,140,101.7111804,0.483755354
153,2015,50.4529,-126.09955,Shuswap-L,524,50.89,111,1,1897,1284,618,687,19,134,97.34368764,0.718753282
153,2015,50.4529,-126.09955,Quesnel-S,736,52.51667,94,1,1679,1253,554,617,23,130,82.03805627,0.52008451
153,2015,50.4529,-126.09955,Quesnel-S,736,52.51667,110,1,1803,1352,580,645,19.67,133,96.00095465,0.711695239
153,2015,50.4529,-126.09955,Shuswap-L,524,50.89,107,1,1830,1314,565,640,27,126,91.19565217,0.585346216
153,2015,50.4529,-126.09955,Nadina-Francois-ES,1076,53.95833,122,1,2115,1556,737,773,18,135,115.2712249,0.373820841
153,2015,50.4529,-126.09955,Shuswap-L,524,50.89,106,1,2035,1347,570,633,20,133,92.65081081,0.667459459
153,2015,50.3346,-125.4618333,Quesnel-S,736,52.51667,98,1,1859,1401,593,662,27,126,85.61798165,0.458593272
153,2015,50.30421667,-125.33215,Shuswap-L,524,50.89,111,1,1996,1391,571,665,30,123,91.46341686,0.651219438
153,2015,50.30421667,-125.33215,Chilko-S/Chilko-ES,661,51.26667,100,1,1959,1310,587,677,34,119,83.98758315,0.470953437
153,2015,50.30421667,-125.33215,Francois-Fraser-S,986,54.05833,110,1,2071,1343,605,686,28,125,94.10991304,0.567503106
153,2015,50.30421667,-125.33215,Quesnel-S,736,52.51667,105,1,2154,1427,654,695,14.67,138,97.54831557,0.507953949
153,2015,50.30421667,-125.33215,Quesnel-S,736,52.51667,96,1,1813,1299,631,684,13,140,87.17746725,0.678656365
153,2015,50.30421667,-125.33215,Shuswap-ES,517,50.98,98,1,1942,1352,573,656,27,126,82.89786047,0.559338501
153,2015,50.30421667,-125.33215,Quesnel-S,736,52.51667,99,1,1866,1309,573,637,22.67,130,86.66092457,0.544290932
153,2015,50.30421667,-125.33215,Quesnel-S,736,52.51667,94,1,1860,1223,562,616,18,135,83.72061538,0.571076923
153,2015,50.30421667,-125.33215,Chilko-S/Chilko-ES,661,51.26667,105,1,1684,1269,549,648,34.67,118,85.00293839,0.576782856
153,2015,50.30421667,-125.33215,Chilko-S/Chilko-ES,661,51.26667,100,1,1765,1231,569,630,21,132,87.88455446,0.576925978
153,2015,50.30421667,-125.33215,Chilko-S/Chilko-ES,661,51.26667,112,1,1816,1242,491,572,35,118,90.40624277,0.616964492
153,2015,50.30421667,-125.33215,Quesnel-S,736,52.51667,109,1,1939,1392,595,669,27.67,125,94.09309255,0.538738975
153,2015,50.30421667,-125.33215,Chilko-S/Chilko-ES,661,51.26667,106,1,1882,1339,555,645,32.67,120,87.47589499,0.567006581
153,2015,50.30421667,-125.33215,Shuswap-L,524,50.89,109,1,1772,1372,560,650,30.67,122,90.05754717,0.617621546
153,2015,50.1892,-125.3398333,Quesnel-S,736,52.51667,121,1,2223,1469,709,737,10,143,115.4526027,0.554739726
153,2015,50.1892,-125.3398333,Chilko-S/Chilko-ES,661,51.26667,122,1,1998,1411,540,667,39,114,92.55673469,0.754955521
153,2015,50.1892,-125.3398333,Shuswap-L,524,50.89,122,1,2042,1395,559,656,42.33,111,98.93655814,0.544848615
153,2015,50.1892,-125.3398333,Shuswap-ES,517,50.98,117,1,2035,1434,587,677,32,121,97.59512195,0.606402439
153,2015,50.1892,-125.3398333,Chilko-S/Chilko-ES,661,51.26667,130,1,2040,1420,565,673,33,120,103.3648322,0.807126297
153,2015,50.1892,-125.3398333,Shuswap-L,524,50.89,122,1,2159,1376,627,710,28,125,104.4671074,0.626174734
153,2015,50.1892,-125.3398333,Shuswap-L,524,50.89,114,1,2004,1410,596,675,29.67,123,97.41879733,0.558854151
153,2015,50.1892,-125.3398333,Shuswap-ES,517,50.98,116,1,1974,1397,584,673,33,120,96.83812081,0.580663006
153,2015,50.1892,-125.3398333,Chilko-S/Chilko-ES,661,51.26667,115,1,2054,1308,534,641,34.67,118,90.44414458,0.70827388
153,2015,50.1892,-125.3398333,Shuswap-L,524,50.89,112,1,1921,1390,567,632,24.33,129,97.23251232,0.606966202
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,99,1,1835,1350,581,663,24,135,84.13116705,0.619534706
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,107,1,2046,1367,618,667,17,142,97.30666667,0.570196078
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,119,1,1866,1376,555,661,33,126,94.81737931,0.732806688
159,2015,50.30508333,-125.3320833,Shuswap-ES,517,50.98,107,1,1797,1235,521,621,39,120,84.91392405,0.56630964
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,132,1,2085,1494,613,737,41,118,104.7636791,0.664300511
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,110,1,1988,1367,597,653,17,142,98.1652459,0.696162006
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,130,1,2139,1449,608,735,42,117,102.4941454,0.6549013
159,2015,50.30508333,-125.3320833,Shuswap-ES,517,50.98,113,1,1971,1349,580,670,27,132,94.1,0.7
159,2015,50.30508333,-125.3320833,Shuswap-L,524,50.89,104,1,1751,1283,513,607,26,133,83.21637795,0.799370079
159,2015,50.30508333,-125.3320833,Quesnel-S,736,52.51667,137,2,2275,1578,600,703,32,127,111.6840252,0.791124214
159,2015,50.40113333,-125.34405,Chilko-S/Chilko-ES,661,51.26667,122,1,2071,1535,631,736,37.67,121,100.9505882,0.558784491
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,117,1,2028,1438,555,666,32,127,92.469,0.76659375
159,2015,50.44313333,-125.7465333,Chilko-S/Chilko-ES,661,51.26667,118,1,1978,1424,559,669,34,125,93.60632054,0.717461161
159,2015,50.44313333,-125.7465333,Shuswap-L,524,50.89,114,1,1988,1318,560,644,28,131,95.06181818,0.676363636
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,119,1,2066,1476,582,688,43,116,96.23064935,0.529519783
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,114,1,1963,1447,638,730,33,126,96.79746032,0.521289081
159,2015,50.44313333,-125.7465333,Shuswap-ES,517,50.98,119,1,2161,1374,569,706,44.33,115,90.67525,0.638952177
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,125,1,2079,1422,609,718,32,127,101.6846341,0.728605183
159,2015,50.44313333,-125.7465333,Shuswap-L,524,50.89,114,1,2061,1436,577,658,34,125,96.33,0.519705882
159,2015,50.44313333,-125.7465333,Lillooet-Harrison-L,185.5,49.9,112,1,1903,1360,565,682,32,127,88.33315789,0.739588816
159,2015,50.44313333,-125.7465333,Shuswap-L,524,50.89,114,1,1929,1461,583,657,30,129,97.81958237,0.539347254
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,115,1,1828,1329,548,652,34,125,91.74892019,0.683855289
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,112,1,2074,1336,559,641,32,127,93.77426506,0.569554217
159,2015,50.44313333,-125.7465333,Shuswap-L,524,50.89,106,1,1955,1417,595,688,30,129,88.64,0.578666667
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,118,1,1951,1429,616,697,21.33,138,101.1052229,0.792066436
159,2015,50.44313333,-125.7465333,Shuswap-L,524,50.89,107,1,1881,1414,571,658,26,133,89.43083333,0.675737179
159,2015,50.44313333,-125.7465333,Shuswap-ES,517,50.98,108,1,1998,1388,599,691,29.67,129,90.54176344,0.58841377
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,115,1,1987,1416,596,667,25,134,99.66657596,0.613336961
159,2015,50.44313333,-125.7465333,Pitt-ES,55,49.43333,116,1,2300,1422,595,696,33,126,95.3186383,0.62670793
159,2015,50.44313333,-125.7465333,Quesnel-S,736,52.51667,117,1,NA,1428,580,691,35,124,93.78787097,0.663203687
159,2015,50.44313333,-125.7465333,Pitt-ES,55,49.43333,108,1,1953,1433,698,738,18.67,140,101.10625,0.3692421
159,2015,50.44313333,-125.7465333,Pitt-ES,55,49.43333,109,1,1982,1344,623,714,37,122,92.35893443,0.449758529
160,2015,50.47738333,-126.0095167,Chilko-S/Chilko-ES,661,51.26667,110,1,NA,1341,523,631,32.33,128,85.936,0.744324157
160,2015,50.47738333,-126.0095167,Chilko-S/Chilko-ES,661,51.26667,119,1,2103,1464,584,728,34.33,126,90.532749,0.82922374
160,2015,50.47738333,-126.0095167,Quesnel-S,736,52.51667,111,1,1950,1421,599,663,24,136,97.63762014,0.556765828
160,2015,50.47738333,-126.0095167,Chilko-S/Chilko-ES,661,51.26667,124,1,2000,1459,616,755,44.67,115,96.60990548,0.613165313
160,2015,50.47738333,-126.0095167,Shuswap-ES,517,50.98,101,1,1829,1292,535,622,32,128,83.15181818,0.557755682
160,2015,50.47738333,-126.0095167,Shuswap-ES,517,50.98,126,1,2170,1508,658,768,40.67,119,104.4383764,0.530160404
160,2015,50.47738333,-126.0095167,Pitt-ES,55,49.43333,108,1,2089,1317,567,660,32,128,89.09142857,0.590892857
160,2015,50.38598333,-125.6133167,Francois-Fraser-S,986,54.05833,128,1,2114,1537,622,724,31.67,128,105.8303614,0.700020163
160,2015,50.38598333,-125.6133167,Nadina-Francois-ES,1076,53.95833,122,1,2067,1403,639,706,21,139,107.729,0.679571429
160,2015,50.38598333,-125.6133167,Shuswap-ES,517,50.98,136,1,2214,1551,651,785,46.33,114,108.1356708,0.601431668
160,2015,50.38598333,-125.6133167,Pitt-ES,55,49.43333,122,1,2128,1499,618,699,34,126,104.4916702,0.514950877
160,2015,50.305,-125.3325,Nadina-Francois-ES,1076,53.95833,133,1,2089,1499,682,751,21,139,118.1170286,0.708712925
160,2015,50.305,-125.3325,Pitt-ES,55,49.43333,120,1,1837,1481,663,749,31,129,103.5169407,0.531711589
166,2015,50.30498333,-125.33255,Shuswap-ES,517,50.98,114,1,2095,1349,580,692,43.33,123,91.35004292,0.522731527
167,2015,50.45706667,-126.1646833,Shuswap-ES,517,50.98,118,1,2050,1333,533,636,37,130,93.32019512,0.667021753
167,2015,50.45706667,-126.1646833,Shuswap-ES,517,50.98,138,1,2294,1555,560,715,43,124,100.5210634,0.871603177
167,2015,50.45706667,-126.1646833,Shuswap-ES,517,50.98,122,1,2058,1466,607,714,36.67,130,99.58262295,0.611327435
167,2015,50.45706667,-126.1646833,Pitt-ES,55,49.43333,122,1,2084,1475,550,674,35,132,93.70142857,0.808530612
167,2015,50.45706667,-126.1646833,Chilko-S/Chilko-ES,661,51.26667,120,1,1929,1357,521,634,40,127,92.23745098,0.694063725
167,2015,50.30506667,-125.3320833,Chilko-S/Chilko-ES,661,51.26667,106,1,1915,1319,507,663,49,118,75.21409611,0.628283753
167,2015,50.1801,-125.3438167,Lillooet-Harrison-L,185.5,49.9,140,1,2159,1537,587,730,47,120,105.8842857,0.725866261
167,2015,50.1801,-125.3438167,Chilko-S/Chilko-ES,661,51.26667,133,1,2096,1518,565,754,53.33,114,92.46522727,0.760074493
172,2015,50.19198333,-125.3440333,Chilko-S/Chilko-ES,661,51.26667,125,1,2001,1379,517,643,48.33,124,93.20086331,0.657958549
172,2015,50.19198333,-125.3440333,Chilko-S/Chilko-ES,661,51.26667,117,1,1900,1350,568,678,34.67,137,93.33539823,0.682567112
172,2015,50.30505,-125.3319333,Quesnel-S,736,52.51667,131,1,2310,1475,582,695,44.33,128,104.1980384,0.604600984
172,2015,50.30505,-125.3319333,Pitt-ES,55,49.43333,127,1,2023,1502,611,725,36.67,135,102.5002806,0.668113429
172,2015,50.30505,-125.3319333,Quesnel-S,736,52.51667,126,1,2308,1551,554,678,44.67,127,96.85451327,0.652462206
172,2015,50.30505,-125.3319333,Chilko-S/Chilko-ES,661,51.26667,126,1,2032,1505,544,721,48,124,88.01115152,0.791434343
172,2015,50.30505,-125.3319333,Pitt-ES,55,49.43333,125,1,2133,1477,585,712,44,128,97.49901235,0.625022447
172,2015,50.30505,-125.3319333,Quesnel-S,736,52.51667,128,1,2084,1435,571,678,45.67,126,102.3768142,0.561050708
172,2015,50.30505,-125.3319333,Quesnel-S,736,52.51667,129,1,2110,1425,616,698,32.67,139,110.0218644,0.580904059
172,2015,50.30505,-125.3319333,Pitt-ES,55,49.43333,116,1,2063,1423,560,679,44,128,90.7184106,0.574581577
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,121,1,1936,1439,568,733,55,117,88.05207101,0.599053254
172,2015,50.38678333,-125.61585,Francois-Fraser-S,986,54.05833,140,1,2182,1495,656,757,40,132,117.1294915,0.571762712
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,136,1,2226,1516,628,746,49,123,109.6224615,0.538317111
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,126,1,2101,1573,643,754,41.33,131,103.6654545,0.540395486
172,2015,50.38678333,-125.61585,Chilko-S/Chilko-ES,661,51.26667,136,1,2345,1534,589,716,48.33,124,105.8724898,0.623370788
172,2015,50.38678333,-125.61585,Chilko-S/Chilko-ES,661,51.26667,135,1,1939,1459,554,709,50.33,122,98.01821946,0.734786023
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,132,1,2195,1546,617,743,39.67,132,104.6455706,0.689549519
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,131,1,2027,1414,547,679,43.67,128,98.58569536,0.742255659
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,137,1,2086,1466,565,693,45,127,104.8656959,0.714095646
172,2015,50.38678333,-125.61585,Chilko-S/Chilko-ES,661,51.26667,126,1,2067,1431,523,715,58.67,113,84.28613497,0.710991393
172,2015,50.38678333,-125.61585,Shuswap-L,524,50.89,133,1,NA,1475,614,701,34,138,112.2592,0.610023529
172,2015,50.38678333,-125.61585,Quesnel-S,736,52.51667,129,1,2181,1494,599,716,43.33,129,102.9161633,0.601981
172,2015,50.38678333,-125.61585,Shuswap-L,524,50.89,132,1,2128,1497,693,766,25.33,147,116.8268148,0.599020339
173,2015,50.4509,-126.0914667,Lillooet-Harrison-L,185.5,49.9,140,1,2123,1546,574,707,44,129,106.7527651,0.755618976
173,2015,50.4509,-126.0914667,Quesnel-S,736,52.51667,129,1,2084,1450,618,727,40,133,105.2332136,0.594169661
173,2015,50.4509,-126.0914667,Chilko-S/Chilko-ES,661,51.26667,131,1,1991,1478,606,738,47,126,102.3209375,0.610192819
173,2015,50.4509,-126.0914667,Shuswap-L,524,50.89,140,1,2312,1521,630,733,40.67,132,115.5725444,0.600625907
173,2015,50.4509,-126.0914667,Pitt-ES,55,49.43333,123,1,2203,1537,614,727,41,132,99.71433134,0.567943138
173,2015,50.4509,-126.0914667,Quesnel-S,736,52.51667,133,1,2167,1487,604,727,39.67,133,105.1985629,0.700817674
173,2015,50.4509,-126.0914667,Quesnel-S,736,52.51667,134,1,2041,1458,579,679,42.33,131,108.781457,0.595760526
173,2015,50.4509,-126.0914667,Chilko-S/Chilko-ES,661,51.26667,130,1,2051,1460,558,679,47.33,126,100.5539956,0.622142498
173,2015,50.4509,-126.0914667,Chilko-S/Chilko-ES,661,51.26667,137,1,2164,1494,599,716,47.67,125,109.0059592,0.587246503
173,2015,50.4509,-126.0914667,Chilko-S/Chilko-ES,661,51.26667,130,1,1993,1465,549,696,51,122,95.52068085,0.676065081
173,2015,50.4509,-126.0914667,Lillooet-Harrison-L,185.5,49.9,120,1,2065,1368,592,689,34.33,139,98.99939525,0.611727491
173,2015,50.4509,-126.0914667,Shuswap-L,524,50.89,132,1,2016,1440,654,780,46,127,106.472491,0.554945848
173,2015,50.4509,-126.0914667,Quesnel-S,736,52.51667,125,1,2077,1410,597,725,42,131,98.00456914,0.642748354
173,2015,50.4509,-126.0914667,Shuswap-L,524,50.89,124,1,2157,1546,596,719,41.33,132,97.99286004,0.629255745
173,2015,50.4763,-126.0114667,Quesnel-S,736,52.51667,132,1,2132,1512,622,713,36,137,111.0270226,0.582582706
173,2015,50.4763,-126.0114667,Shuswap-L,524,50.89,127,1,1966,1515,613,713,42,131,104.9794661,0.524298426
173,2015,50.4763,-126.0114667,Quesnel-S,736,52.51667,131,1,2270,1434,624,773,49.33,124,100.6987934,0.614255151
173,2015,50.4763,-126.0114667,Shuswap-L,524,50.89,135,1,2280,1549,681,754,31,142,119.067197,0.513961388
173,2015,50.38835,-125.6123,Pitt-ES,55,49.43333,134,1,NA,1570,623,754,46.67,126,105.6563636,0.607320256
173,2015,50.38835,-125.6123,Quesnel-S,736,52.51667,128,1,2035,1535,640,725,34.67,138,109.5623246,0.531804885
173,2015,50.38835,-125.6123,Quesnel-S,736,52.51667,140,1,2345,1592,658,765,38,135,116.1304638,0.628145689
173,2015,50.28591667,-125.3589333,Chilko-S/Chilko-ES,661,51.26667,130,1,1929,1498,555,735,58,115,91.01532417,0.672149583
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,132,1,2047,1491,598,753,46,127,98.98823529,0.717647059
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,131,1,NA,1526,605,703,38,135,108.1456604,0.60142999
173,2015,50.28591667,-125.3589333,Chilko-S/Chilko-ES,661,51.26667,131,1,2222,1539,562,745,58,115,91.7766474,0.6762647
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,125,1,2021,1473,551,745,57.33,116,85.6617341,0.686172438
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,128,1,2054,1500,632,749,38.67,134,103.7856979,0.62617797
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,128,1,2065,1420,603,696,39,134,106.5822979,0.549171849
173,2015,50.28591667,-125.3589333,Shuswap-L,524,50.89,139,1,2173,1507,598,748,51,122,104.7356322,0.671850349
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,129,1,2156,1576,649,735,31.33,142,110.542947,0.589117557
173,2015,50.28591667,-125.3589333,Chilko-S/Chilko-ES,661,51.26667,133,1,2083,1480,600,782,47,126,95.93223022,0.788675953
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,128,1,2065,1527,623,727,43,130,105.531018,0.522534466
173,2015,50.28591667,-125.3589333,Chilko-S/Chilko-ES,661,51.26667,138,1,2187,1509,556,730,58.33,115,97.17904762,0.699827745
173,2015,50.28591667,-125.3589333,Shuswap-ES,517,50.98,119,1,1891,1331,545,649,37.67,135,94.60056738,0.647715228
173,2015,50.28591667,-125.3589333,Quesnel-S,736,52.51667,128,1,2054,1507,624,718,42,131,107.32,0.492380952
180,2015,50.18936667,-125.34035,Quesnel-S,736,52.51667,128,1,1939,1419,562,692,43,137,97.80429185,0.702225771
